recorded_income,credit_score,existing_loans,age,loan_amount,gender,default
39.5,601.0,1,51.0,126.0,0,0
24.9,646.0,3,44.0,257.0,1,0
34.0,618.0,1,43.0,148.0,0,0
20.5,671.0,1,41.0,282.0,0,0
32.4,699.0,0,32.0,320.0,1,0
22.9,543.0,1,41.0,412.0,0,1
51.5,580.0,0,41.0,208.0,1,0
23.4,595.0,0,34.0,370.0,1,1
30.0,556.0,1,30.0,448.0,0,1
34.8,398.0,3,21.0,200.0,1,1
19.1,528.0,3,39.0,497.0,0,1
15.3,527.0,2,45.0,97.0,0,0
15.4,622.0,1,32.0,387.0,0,1
10.8,639.0,1,39.0,180.0,0,0
53.4,627.0,2,39.0,430.0,1,0
36.4,625.0,0,35.0,244.0,1,0
42.4,518.0,0,67.0,260.0,1,0
40.4,468.0,0,46.0,138.0,0,0
21.7,672.0,1,21.0,20.0,1,0
18.1,467.0,3,46.0,198.0,0,1
30.7,776.0,3,33.0,323.0,0,0
8.8,626.0,2,21.0,387.0,0,1
21.9,610.0,1,35.0,521.0,0,1
18.3,635.0,2,46.0,126.0,0,0
31.5,558.0,1,50.0,279.0,0,1
33.6,665.0,1,46.0,84.0,1,0
70.1,588.0,1,33.0,261.0,1,0
54.1,525.0,4,38.0,270.0,1,1
19.0,640.0,0,44.0,156.0,0,0
23.9,845.0,3,41.0,176.0,0,0
34.8,500.0,1,25.0,255.0,1,1
89.6,580.0,1,39.0,152.0,1,0
17.3,720.0,1,34.0,141.0,1,0
30.1,556.0,4,42.0,434.0,0,1
8.7,722.0,0,21.0,229.0,1,0
39.9,698.0,1,30.0,152.0,1,0
48.1,601.0,1,44.0,353.0,0,0
23.7,584.0,3,36.0,504.0,0,1
56.6,685.0,1,41.0,494.0,1,0
39.0,530.0,2,51.0,297.0,1,1
23.6,668.0,1,57.0,263.0,0,0
25.4,726.0,1,34.0,420.0,0,0
21.8,711.0,2,36.0,364.0,0,0
21.4,690.0,1,45.0,433.0,0,0
20.0,512.0,0,40.0,257.0,1,1
62.6,661.0,1,48.0,358.0,1,0
34.1,594.0,0,21.0,226.0,1,0
44.4,505.0,0,41.0,375.0,1,0
26.9,587.0,1,23.0,182.0,1,1
39.7,471.0,3,35.0,175.0,0,0
25.1,584.0,0,31.0,399.0,0,0
38.6,589.0,1,31.0,380.0,1,1
8.8,648.0,0,24.0,238.0,0,1
45.9,696.0,2,21.0,315.0,1,0
67.2,474.0,1,47.0,236.0,1,0
27.0,481.0,1,49.0,249.0,1,1
33.1,416.0,1,44.0,354.0,1,1
16.0,675.0,0,36.0,310.0,0,1
41.9,538.0,2,44.0,339.0,1,0
41.0,549.0,0,27.0,125.0,1,0
50.6,596.0,2,41.0,293.0,1,0
33.8,600.0,0,34.0,347.0,0,0
27.8,662.0,0,53.0,405.0,1,0
30.4,406.0,1,46.0,394.0,0,1
24.6,582.0,1,56.0,211.0,0,1
23.6,489.0,3,34.0,252.0,1,1
26.7,752.0,0,41.0,309.0,0,0
67.9,648.0,0,45.0,324.0,0,0
74.7,632.0,1,40.0,419.0,1,0
42.1,795.0,0,41.0,175.0,1,0
46.3,587.0,0,26.0,46.0,0,0
39.3,681.0,1,39.0,330.0,1,0
27.4,468.0,1,34.0,397.0,0,1
10.8,618.0,1,21.0,299.0,1,1
25.6,805.0,1,30.0,373.0,1,0
28.2,645.0,0,45.0,168.0,1,0
29.1,532.0,2,45.0,121.0,0,1
28.1,512.0,1,23.0,367.0,0,1
21.9,458.0,0,39.0,240.0,0,1
31.2,640.0,0,24.0,300.0,1,0
26.3,677.0,2,43.0,20.0,0,0
19.3,611.0,0,49.0,240.0,1,1
30.8,527.0,1,36.0,153.0,1,0
24.0,622.0,0,50.0,409.0,0,0
21.3,538.0,1,38.0,260.0,1,1
24.5,710.0,1,39.0,339.0,0,0
27.5,563.0,0,49.0,258.0,1,1
41.0,521.0,1,36.0,78.0,0,0
36.3,551.0,0,50.0,329.0,1,1
37.2,635.0,0,45.0,195.0,1,0
32.5,489.0,1,36.0,367.0,0,1
33.8,660.0,1,44.0,177.0,0,0
14.0,576.0,1,31.0,182.0,1,1
24.0,607.0,0,51.0,176.0,0,0
26.4,588.0,2,33.0,263.0,1,1
37.8,804.0,0,37.0,264.0,1,0
32.0,585.0,2,21.0,412.0,1,1
42.4,676.0,0,39.0,160.0,1,0
25.3,821.0,1,29.0,483.0,1,0
22.0,638.0,2,31.0,355.0,0,1
21.8,766.0,0,32.0,418.0,0,0
39.4,609.0,3,46.0,391.0,0,0
45.5,672.0,0,30.0,452.0,1,0
31.9,547.0,2,27.0,253.0,0,1
25.0,500.0,4,38.0,120.0,0,1
24.0,513.0,0,45.0,123.0,0,1
48.4,598.0,1,38.0,212.0,1,1
36.2,626.0,0,22.0,269.0,0,0
28.2,499.0,4,21.0,399.0,0,1
40.0,476.0,2,40.0,391.0,0,1
59.1,431.0,1,54.0,377.0,1,1
10.5,791.0,0,39.0,199.0,0,0
46.5,610.0,0,46.0,336.0,1,0
39.4,407.0,1,27.0,390.0,1,1
32.1,599.0,1,25.0,207.0,0,0
56.7,586.0,0,34.0,396.0,1,0
18.3,476.0,1,40.0,445.0,0,1
15.7,704.0,0,22.0,184.0,1,0
39.6,559.0,2,35.0,188.0,0,0
17.5,604.0,0,32.0,280.0,0,0
29.7,574.0,1,39.0,333.0,1,1
30.1,604.0,2,54.0,110.0,0,0
29.7,692.0,0,52.0,209.0,1,0
11.3,655.0,0,36.0,308.0,0,0
40.5,559.0,1,43.0,359.0,1,0
28.3,742.0,2,42.0,472.0,1,0
49.0,739.0,1,33.0,315.0,1,0
32.4,468.0,0,42.0,453.0,1,1
29.7,500.0,1,42.0,233.0,1,0
25.8,545.0,2,45.0,354.0,0,1
39.0,737.0,2,45.0,469.0,0,0
53.6,584.0,1,54.0,251.0,1,0
16.5,549.0,0,30.0,244.0,0,0
57.4,597.0,0,43.0,317.0,0,0
35.1,580.0,0,46.0,291.0,1,1
22.7,586.0,4,44.0,377.0,1,1
53.3,504.0,1,27.0,234.0,1,0
34.6,529.0,1,37.0,277.0,1,1
50.6,576.0,1,31.0,231.0,0,0
36.9,724.0,0,34.0,75.0,0,0
37.0,716.0,0,40.0,285.0,1,0
44.5,682.0,1,36.0,293.0,0,0
36.9,633.0,1,42.0,282.0,0,0
21.6,365.0,0,37.0,516.0,1,1
37.3,760.0,0,37.0,471.0,0,0
22.6,701.0,0,29.0,354.0,0,0
38.8,567.0,2,41.0,297.0,1,0
29.4,542.0,2,42.0,391.0,0,1
18.8,617.0,1,45.0,282.0,0,0
14.0,604.0,1,35.0,351.0,0,0
45.5,538.0,1,35.0,150.0,1,0
19.2,734.0,1,65.0,232.0,1,0
3.5,541.0,0,38.0,452.0,0,1
27.5,622.0,0,21.0,200.0,1,0
31.5,492.0,0,37.0,68.0,0,0
36.0,577.0,0,21.0,231.0,1,1
41.3,697.0,0,57.0,331.0,0,0
42.8,604.0,1,49.0,427.0,1,1
20.0,547.0,1,37.0,249.0,0,1
23.4,425.0,0,38.0,250.0,0,1
18.5,569.0,1,37.0,228.0,1,1
39.4,568.0,1,47.0,390.0,0,0
13.5,666.0,0,44.0,424.0,0,0
26.2,719.0,0,35.0,446.0,1,0
37.6,490.0,1,64.0,291.0,1,1
28.0,672.0,2,38.0,187.0,0,0
12.2,513.0,0,32.0,270.0,0,1
18.5,703.0,1,46.0,293.0,0,0
44.0,561.0,2,41.0,281.0,1,0
56.9,650.0,0,23.0,391.0,1,0
31.7,739.0,1,35.0,473.0,0,0
27.7,447.0,1,33.0,349.0,0,1
11.6,613.0,2,47.0,119.0,0,1
21.5,742.0,0,54.0,360.0,0,0
47.8,670.0,0,49.0,456.0,1,0
39.3,795.0,1,43.0,189.0,0,0
37.3,555.0,0,36.0,242.0,0,0
42.1,698.0,1,28.0,379.0,1,0
58.1,665.0,0,38.0,531.0,1,0
83.2,605.0,0,21.0,305.0,1,0
31.1,509.0,0,37.0,511.0,1,1
20.0,620.0,1,47.0,271.0,0,1
43.9,774.0,2,45.0,451.0,0,0
43.5,712.0,0,53.0,311.0,1,1
41.7,644.0,1,32.0,123.0,1,0
32.1,556.0,1,35.0,207.0,0,0
21.1,473.0,1,50.0,318.0,0,1
17.1,582.0,1,47.0,363.0,0,0
28.3,518.0,2,56.0,119.0,1,1
58.7,568.0,3,27.0,464.0,1,0
18.5,699.0,0,47.0,116.0,1,0
33.2,710.0,0,50.0,77.0,0,0
22.1,698.0,0,42.0,113.0,0,0
24.3,649.0,0,59.0,197.0,0,0
51.1,552.0,0,42.0,569.0,1,1
52.7,640.0,1,21.0,470.0,1,0
31.6,445.0,0,49.0,273.0,0,1
8.3,699.0,2,22.0,490.0,0,1
63.6,501.0,1,33.0,238.0,1,0
59.7,720.0,3,43.0,364.0,1,0
41.4,543.0,1,60.0,396.0,1,1
28.1,801.0,2,31.0,113.0,0,0
46.9,576.0,1,37.0,366.0,0,0
54.2,590.0,0,52.0,337.0,1,0
27.7,669.0,0,21.0,463.0,0,0
35.6,479.0,2,44.0,216.0,1,1
26.0,620.0,2,27.0,275.0,0,1
40.4,510.0,2,21.0,270.0,0,0
38.9,661.0,1,38.0,146.0,0,0
15.8,645.0,0,37.0,529.0,1,1
32.9,620.0,0,42.0,293.0,0,0
53.0,711.0,0,47.0,551.0,1,0
12.2,613.0,1,40.0,219.0,0,0
40.0,402.0,0,54.0,323.0,1,1
13.3,532.0,0,51.0,166.0,1,1
41.9,514.0,3,30.0,343.0,1,1
8.8,660.0,2,37.0,276.0,1,1
29.8,582.0,2,36.0,384.0,1,0
21.6,542.0,0,21.0,408.0,0,1
20.6,527.0,1,54.0,319.0,0,0
61.8,569.0,1,33.0,248.0,1,0
48.0,638.0,3,49.0,258.0,1,1
34.0,680.0,1,34.0,294.0,1,0
18.2,603.0,1,48.0,419.0,0,1
36.4,560.0,1,33.0,456.0,1,0
17.2,604.0,2,49.0,375.0,0,1
54.6,491.0,1,41.0,162.0,1,0
49.0,559.0,2,45.0,165.0,0,0
55.8,729.0,2,45.0,346.0,1,0
31.5,696.0,1,41.0,429.0,0,0
26.3,801.0,1,32.0,346.0,0,0
33.9,534.0,2,30.0,352.0,1,0
66.2,834.0,0,59.0,394.0,1,0
31.4,554.0,2,53.0,297.0,1,0
63.4,541.0,2,41.0,410.0,1,0
16.1,627.0,1,50.0,237.0,0,1
24.9,644.0,2,32.0,204.0,0,0
10.0,617.0,4,40.0,238.0,0,1
29.7,593.0,2,22.0,203.0,0,0
14.7,786.0,0,30.0,411.0,0,0
45.5,492.0,0,36.0,373.0,0,1
46.2,501.0,4,36.0,73.0,1,1
33.6,619.0,1,39.0,188.0,0,0
31.0,591.0,1,24.0,246.0,0,1
16.5,605.0,2,38.0,131.0,0,1
41.9,809.0,1,39.0,361.0,1,0
47.3,750.0,1,41.0,426.0,0,0
40.1,658.0,0,45.0,241.0,1,0
17.3,531.0,1,32.0,496.0,0,0
8.6,623.0,0,23.0,217.0,0,0
29.3,443.0,0,43.0,716.0,1,1
9.5,524.0,0,42.0,381.0,0,1
36.7,667.0,1,41.0,352.0,0,0
51.7,515.0,1,52.0,297.0,1,0
26.9,545.0,1,40.0,393.0,1,1
34.4,620.0,0,46.0,142.0,0,0
21.9,336.0,1,39.0,369.0,0,1
39.3,619.0,2,39.0,577.0,1,1
45.6,628.0,0,32.0,462.0,1,0
33.3,651.0,3,38.0,132.0,1,0
46.3,751.0,0,40.0,256.0,1,0
10.3,554.0,1,41.0,177.0,0,1
29.2,581.0,1,51.0,326.0,0,0
39.5,529.0,1,52.0,354.0,1,1
6.5,544.0,0,54.0,330.0,0,1
12.9,535.0,0,35.0,318.0,1,1
12.1,535.0,1,39.0,199.0,1,1
32.4,424.0,0,49.0,262.0,0,1
41.9,497.0,1,39.0,51.0,1,0
44.1,672.0,0,52.0,400.0,1,0
14.1,569.0,2,21.0,349.0,0,1
40.0,556.0,1,54.0,95.0,0,0
54.7,561.0,1,31.0,356.0,1,0
19.9,628.0,0,37.0,414.0,0,1
40.3,481.0,0,35.0,505.0,0,1
25.4,682.0,1,46.0,225.0,0,1
9.3,413.0,0,36.0,197.0,0,1
10.9,692.0,1,58.0,304.0,0,0
35.7,638.0,1,44.0,231.0,0,0
38.4,415.0,1,36.0,318.0,1,1
37.3,608.0,1,47.0,273.0,0,0
38.7,636.0,1,44.0,363.0,1,0
44.0,493.0,0,36.0,390.0,1,1
71.9,594.0,2,50.0,154.0,1,0
42.7,463.0,1,46.0,330.0,0,0
23.5,678.0,0,50.0,331.0,0,0
45.6,663.0,0,28.0,424.0,1,0
47.4,599.0,0,35.0,223.0,1,0
51.4,370.0,3,34.0,480.0,1,1
41.1,595.0,0,46.0,191.0,1,0
22.8,584.0,3,48.0,477.0,0,1
39.9,540.0,2,48.0,86.0,1,0
23.0,469.0,4,35.0,437.0,0,1
65.3,524.0,1,31.0,225.0,1,0
41.0,556.0,0,35.0,28.0,0,0
25.9,591.0,1,53.0,338.0,0,1
46.4,659.0,1,56.0,173.0,1,0
37.5,656.0,0,43.0,377.0,1,0
57.9,618.0,0,34.0,240.0,1,0
55.7,507.0,1,35.0,55.0,1,0
34.0,618.0,0,42.0,472.0,0,0
37.1,659.0,1,21.0,517.0,0,0
34.9,662.0,0,42.0,220.0,0,0
40.3,686.0,0,34.0,486.0,0,0
33.6,391.0,0,30.0,238.0,0,1
42.3,470.0,1,38.0,361.0,1,0
21.9,565.0,0,29.0,139.0,0,0
16.4,671.0,0,44.0,464.0,1,1
27.7,676.0,2,37.0,453.0,0,0
20.2,544.0,1,48.0,254.0,0,0
40.9,787.0,1,21.0,243.0,1,0
40.0,432.0,0,41.0,393.0,0,1
29.8,571.0,1,23.0,90.0,0,1
33.8,662.0,0,32.0,168.0,1,0
19.0,558.0,2,51.0,303.0,0,1
18.5,515.0,4,33.0,526.0,1,1
42.0,709.0,0,52.0,340.0,0,0
13.3,588.0,0,58.0,332.0,1,1
18.2,619.0,2,45.0,143.0,0,1
3.7,708.0,2,44.0,553.0,0,0
35.3,528.0,0,21.0,332.0,1,1
34.9,618.0,0,37.0,241.0,1,0
23.8,563.0,0,46.0,513.0,0,0
27.3,492.0,1,67.0,215.0,0,0
19.4,696.0,2,33.0,319.0,0,0
18.4,649.0,0,43.0,241.0,0,1
47.1,626.0,2,35.0,111.0,0,0
35.0,607.0,2,37.0,289.0,1,0
53.6,727.0,0,49.0,372.0,1,0
19.2,368.0,1,40.0,44.0,0,1
64.2,574.0,1,26.0,510.0,1,0
62.7,469.0,3,22.0,183.0,1,0
30.4,622.0,0,49.0,347.0,0,0
16.5,710.0,1,55.0,381.0,0,1
28.9,523.0,1,21.0,181.0,0,0
40.7,737.0,1,35.0,387.0,1,0
30.5,633.0,1,40.0,623.0,0,1
25.3,670.0,0,35.0,235.0,1,0
17.2,673.0,2,38.0,349.0,1,0
42.4,636.0,3,40.0,341.0,1,0
39.8,516.0,1,48.0,254.0,1,0
40.0,535.0,0,35.0,501.0,1,1
55.4,597.0,0,66.0,367.0,1,1
17.9,558.0,0,42.0,481.0,1,1
55.2,651.0,1,34.0,333.0,1,0
28.9,396.0,0,42.0,405.0,1,1
23.9,631.0,0,42.0,78.0,0,1
27.6,591.0,0,30.0,143.0,1,0
41.3,578.0,0,38.0,126.0,1,0
11.4,591.0,2,47.0,256.0,1,1
31.5,403.0,0,42.0,227.0,1,1
22.6,662.0,1,33.0,21.0,0,0
41.3,603.0,1,45.0,272.0,0,0
29.6,821.0,2,37.0,420.0,0,0
35.3,665.0,1,42.0,226.0,0,0
40.1,619.0,1,36.0,302.0,1,1
24.3,502.0,0,26.0,272.0,1,1
53.6,520.0,1,38.0,536.0,1,1
19.1,515.0,2,40.0,269.0,0,1
32.1,773.0,1,60.0,147.0,1,0
29.9,526.0,1,62.0,352.0,0,1
37.9,463.0,1,44.0,217.0,0,1
37.0,683.0,1,25.0,179.0,1,0
43.9,679.0,1,21.0,277.0,0,0
22.0,591.0,2,21.0,383.0,0,0
50.0,685.0,0,62.0,70.0,1,0
40.1,625.0,1,39.0,359.0,1,1
44.2,485.0,0,42.0,364.0,0,0
30.3,790.0,0,34.0,334.0,0,0
11.8,401.0,0,26.0,583.0,1,1
39.4,569.0,2,51.0,312.0,0,1
27.1,732.0,1,38.0,323.0,0,0
22.2,777.0,1,38.0,254.0,0,0
58.3,517.0,0,35.0,327.0,1,0
24.5,599.0,0,49.0,286.0,0,0
34.3,511.0,1,38.0,147.0,0,1
19.9,734.0,0,37.0,364.0,0,0
27.5,625.0,2,51.0,282.0,1,1
47.0,569.0,0,50.0,170.0,0,0
28.2,650.0,1,30.0,327.0,1,0
21.9,461.0,0,42.0,104.0,0,0
14.4,487.0,1,31.0,387.0,1,1
64.4,624.0,1,59.0,289.0,1,0
46.0,716.0,1,44.0,452.0,1,1
43.6,578.0,2,21.0,208.0,1,1
38.2,631.0,1,34.0,345.0,0,0
20.1,507.0,1,44.0,226.0,1,1
22.3,759.0,1,37.0,219.0,0,0
38.6,676.0,1,35.0,213.0,1,0
16.8,720.0,3,32.0,286.0,1,0
41.8,751.0,1,52.0,393.0,0,0
27.8,579.0,1,25.0,353.0,0,1
24.6,568.0,6,55.0,465.0,0,1
43.5,417.0,1,39.0,251.0,1,1
28.7,560.0,0,49.0,277.0,1,1
28.5,660.0,1,44.0,359.0,0,0
91.4,698.0,1,36.0,204.0,1,0
49.1,625.0,2,42.0,113.0,1,0
45.5,590.0,0,41.0,373.0,0,0
24.3,689.0,0,21.0,439.0,0,0
20.1,637.0,1,32.0,252.0,0,0
31.3,544.0,1,47.0,279.0,0,1
19.9,587.0,5,38.0,545.0,1,1
5.4,625.0,3,39.0,411.0,1,1
35.7,501.0,0,32.0,431.0,0,0
49.6,352.0,1,25.0,281.0,1,1
52.5,668.0,1,29.0,184.0,1,0
40.4,512.0,0,24.0,118.0,1,0
69.7,682.0,0,55.0,299.0,1,0
38.7,659.0,0,43.0,522.0,1,0
31.7,588.0,0,36.0,548.0,1,1
3.5,765.0,2,34.0,77.0,0,0
39.3,661.0,2,55.0,455.0,1,1
52.5,568.0,3,38.0,171.0,1,1
40.1,746.0,0,32.0,338.0,1,0
39.8,502.0,0,41.0,131.0,0,0
74.4,373.0,0,47.0,221.0,1,0
37.4,568.0,0,42.0,287.0,1,0
58.5,685.0,1,45.0,376.0,1,0
16.2,639.0,1,35.0,446.0,1,1
55.5,576.0,0,37.0,335.0,1,0
28.7,663.0,2,39.0,395.0,0,1
36.7,530.0,0,43.0,342.0,1,1
37.5,493.0,0,51.0,167.0,1,0
26.4,550.0,0,42.0,543.0,0,0
24.8,534.0,2,23.0,419.0,0,1
43.0,508.0,0,21.0,368.0,1,0
37.4,585.0,3,49.0,372.0,1,0
22.7,713.0,2,34.0,363.0,1,0
32.4,571.0,1,60.0,203.0,0,0
30.9,517.0,0,52.0,379.0,1,0
39.0,552.0,1,31.0,80.0,0,0
39.5,580.0,1,26.0,217.0,1,1
29.3,650.0,1,38.0,340.0,0,0
6.5,670.0,1,40.0,300.0,0,1
14.8,759.0,2,34.0,399.0,0,1
54.1,549.0,0,27.0,62.0,1,0
29.0,646.0,1,38.0,218.0,1,1
32.0,583.0,0,36.0,396.0,1,0
35.8,510.0,3,40.0,266.0,1,0
60.5,600.0,0,34.0,306.0,1,0
31.9,401.0,4,67.0,321.0,0,1
59.7,565.0,1,35.0,215.0,1,0
36.0,592.0,0,37.0,63.0,1,0
43.2,575.0,3,52.0,368.0,1,1
15.4,534.0,2,51.0,227.0,0,1
57.7,643.0,3,69.0,252.0,1,0
41.6,553.0,1,58.0,271.0,1,0
40.7,523.0,2,52.0,422.0,1,1
31.6,599.0,1,34.0,203.0,0,0
61.7,569.0,1,21.0,164.0,1,0
36.8,683.0,0,39.0,302.0,1,0
45.5,641.0,1,35.0,422.0,0,0
27.2,700.0,0,35.0,327.0,1,0
32.4,523.0,3,42.0,437.0,0,1
70.1,552.0,1,37.0,110.0,1,0
32.7,586.0,1,37.0,256.0,1,1
30.6,634.0,2,35.0,281.0,0,0
37.2,746.0,1,28.0,23.0,0,0
37.9,384.0,1,37.0,427.0,1,1
17.5,513.0,0,52.0,495.0,1,1
24.2,664.0,0,41.0,96.0,1,0
48.7,620.0,0,35.0,145.0,1,0
53.4,433.0,0,31.0,425.0,1,1
36.2,482.0,3,40.0,569.0,0,1
57.2,495.0,0,44.0,320.0,1,0
28.8,552.0,1,41.0,238.0,0,1
43.1,555.0,2,29.0,430.0,1,0
17.2,655.0,1,27.0,353.0,1,0
44.8,732.0,0,48.0,326.0,1,0
34.4,626.0,0,30.0,242.0,0,0
31.3,600.0,1,24.0,410.0,1,1
49.7,559.0,0,29.0,239.0,1,0
8.9,536.0,0,29.0,175.0,0,1
35.9,585.0,1,39.0,397.0,0,0
44.5,567.0,3,42.0,239.0,1,1
71.7,710.0,3,48.0,304.0,1,0
61.2,733.0,0,36.0,110.0,1,0
62.6,502.0,0,29.0,247.0,1,0
36.6,414.0,3,25.0,164.0,0,1
34.8,518.0,0,30.0,331.0,0,0
22.3,421.0,3,25.0,221.0,1,1
24.5,681.0,0,34.0,162.0,0,0
47.2,673.0,0,47.0,332.0,0,0
12.7,672.0,2,56.0,284.0,0,1
23.3,669.0,1,29.0,318.0,0,1
13.1,660.0,2,42.0,408.0,0,1
61.8,718.0,1,27.0,273.0,1,0
31.5,616.0,1,40.0,313.0,1,0
44.2,636.0,0,32.0,245.0,0,0
33.8,580.0,1,36.0,311.0,1,0
22.7,667.0,3,53.0,253.0,0,0
41.4,383.0,1,44.0,204.0,0,0
37.9,667.0,1,42.0,298.0,0,0
3.5,670.0,1,52.0,258.0,0,0
32.7,763.0,0,29.0,288.0,0,0
49.0,475.0,1,36.0,273.0,1,1
43.1,617.0,0,42.0,241.0,1,0
30.1,583.0,1,50.0,371.0,1,1
40.4,463.0,0,48.0,435.0,1,1
34.0,712.0,1,42.0,46.0,1,0
43.2,640.0,0,45.0,376.0,1,0
37.0,667.0,0,40.0,321.0,1,0
21.5,435.0,1,43.0,323.0,0,1
42.5,501.0,1,51.0,298.0,1,1
52.0,553.0,1,28.0,288.0,1,1
31.0,557.0,1,28.0,145.0,0,0
31.7,409.0,3,42.0,80.0,1,1
31.5,529.0,0,53.0,178.0,0,1
56.0,585.0,0,41.0,131.0,1,0
44.8,565.0,3,29.0,512.0,0,1
58.1,626.0,0,53.0,376.0,1,0
33.6,568.0,1,36.0,284.0,0,0
24.9,479.0,2,39.0,387.0,1,1
13.7,592.0,3,21.0,190.0,0,0
37.0,633.0,1,39.0,324.0,1,0
18.9,565.0,1,45.0,97.0,1,0
19.8,614.0,0,38.0,210.0,0,1
26.2,850.0,0,48.0,125.0,0,0
32.7,747.0,0,29.0,317.0,1,0
35.1,569.0,0,29.0,20.0,1,0
20.1,508.0,2,42.0,396.0,1,1
30.4,612.0,2,54.0,96.0,0,0
38.5,587.0,1,32.0,403.0,0,1
22.2,577.0,1,39.0,510.0,0,1
35.6,674.0,2,25.0,134.0,0,0
56.0,607.0,0,46.0,150.0,0,1
27.0,654.0,0,29.0,235.0,0,0
49.8,613.0,0,40.0,393.0,1,0
30.1,845.0,0,40.0,448.0,0,0
54.5,455.0,0,29.0,188.0,1,0
10.0,737.0,0,47.0,248.0,0,0
16.9,385.0,1,21.0,155.0,0,1
29.5,683.0,2,49.0,329.0,0,0
53.3,502.0,2,27.0,425.0,1,1
29.4,617.0,2,61.0,152.0,0,0
15.0,766.0,0,48.0,384.0,1,0
27.6,636.0,0,46.0,89.0,1,0
19.7,680.0,3,30.0,222.0,0,1
32.1,711.0,2,43.0,242.0,0,0
20.0,598.0,0,32.0,255.0,0,0
29.8,533.0,1,33.0,59.0,1,0
56.3,613.0,0,44.0,330.0,1,1
42.0,639.0,1,28.0,143.0,0,0
23.7,635.0,3,44.0,402.0,0,1
32.5,739.0,2,27.0,366.0,0,0
11.8,535.0,1,38.0,483.0,1,1
43.0,688.0,2,42.0,420.0,1,0
40.5,484.0,2,44.0,394.0,0,1
33.5,789.0,1,45.0,245.0,0,0
29.1,620.0,3,46.0,166.0,0,0
34.2,498.0,0,40.0,365.0,1,0
30.3,575.0,2,34.0,160.0,1,1
37.3,533.0,1,37.0,338.0,1,1
11.7,367.0,1,52.0,20.0,0,1
64.2,494.0,1,43.0,179.0,1,0
33.9,687.0,1,48.0,356.0,0,1
38.5,488.0,0,40.0,154.0,1,1
21.5,661.0,2,55.0,321.0,0,0
38.9,670.0,3,40.0,202.0,1,0
52.0,684.0,4,44.0,147.0,1,0
38.6,621.0,1,30.0,137.0,0,0
26.4,514.0,0,46.0,404.0,1,1
17.8,505.0,1,48.0,181.0,0,1
71.2,601.0,1,48.0,149.0,1,0
39.9,716.0,1,45.0,418.0,0,0
35.4,676.0,0,28.0,274.0,0,0
37.9,507.0,2,31.0,239.0,1,1
53.9,476.0,2,28.0,102.0,1,0
20.9,595.0,3,45.0,256.0,1,1
44.1,637.0,0,44.0,183.0,0,0
27.6,665.0,0,42.0,335.0,0,0
51.9,585.0,0,43.0,459.0,1,0
34.8,590.0,1,40.0,445.0,0,1
38.0,478.0,0,36.0,315.0,1,0
26.2,753.0,2,34.0,331.0,0,0
40.8,591.0,1,32.0,244.0,0,0
55.4,698.0,0,32.0,351.0,1,0
9.4,583.0,1,49.0,142.0,0,1
10.2,646.0,2,43.0,315.0,0,1
18.1,618.0,1,50.0,182.0,0,0
26.6,670.0,3,66.0,365.0,1,1
16.3,546.0,0,47.0,235.0,0,1
30.9,617.0,0,43.0,168.0,0,0
33.0,578.0,0,41.0,181.0,1,1
40.7,573.0,2,34.0,143.0,0,0
61.8,699.0,0,53.0,232.0,1,0
39.6,640.0,2,49.0,417.0,1,1
45.7,494.0,1,47.0,330.0,0,0
40.4,588.0,0,52.0,402.0,1,1
33.5,566.0,1,26.0,385.0,1,1
41.0,610.0,0,29.0,143.0,1,0
54.2,498.0,0,45.0,422.0,1,0
15.8,688.0,0,50.0,297.0,1,0
25.8,615.0,4,40.0,373.0,0,1
31.1,497.0,0,50.0,223.0,0,0
31.8,550.0,1,45.0,379.0,0,0
34.5,819.0,1,31.0,410.0,1,0
47.3,783.0,1,31.0,20.0,1,0
31.1,629.0,0,45.0,388.0,0,0
31.1,694.0,1,44.0,309.0,1,0
72.7,726.0,0,26.0,400.0,1,0
46.6,475.0,0,40.0,411.0,1,0
24.5,661.0,3,31.0,161.0,0,0
31.4,581.0,0,21.0,343.0,1,0
55.4,604.0,0,41.0,274.0,1,0
41.5,567.0,0,47.0,267.0,1,0
78.2,476.0,0,27.0,371.0,1,0
33.5,603.0,2,42.0,279.0,1,1
21.4,444.0,0,31.0,265.0,1,1
39.6,545.0,4,46.0,433.0,1,1
42.6,705.0,0,44.0,171.0,1,0
5.8,671.0,0,50.0,357.0,0,1
35.4,552.0,1,43.0,341.0,1,0
34.5,723.0,0,35.0,258.0,1,0
24.1,545.0,0,55.0,479.0,0,0
21.4,518.0,0,44.0,267.0,0,0
13.9,806.0,1,39.0,329.0,0,0
51.4,662.0,1,38.0,379.0,1,0
31.2,660.0,1,27.0,426.0,1,0
24.6,680.0,0,49.0,341.0,1,0
20.0,649.0,1,41.0,243.0,0,1
23.0,535.0,1,36.0,498.0,0,1
29.1,538.0,2,28.0,200.0,0,0
50.0,630.0,2,41.0,143.0,1,0
18.0,644.0,1,29.0,227.0,0,0
32.8,683.0,1,35.0,92.0,1,0
19.8,590.0,1,24.0,187.0,1,1
3.5,766.0,1,39.0,217.0,0,0
42.3,481.0,0,38.0,356.0,1,0
44.0,774.0,0,42.0,310.0,0,0
47.8,726.0,2,48.0,164.0,1,0
22.7,629.0,1,29.0,281.0,0,0
41.4,628.0,2,40.0,229.0,1,0
15.7,578.0,0,36.0,347.0,0,1
